0.0246714 0.0246689
0.0695429 0.0694868
0.114414 0.114165
0.159286 0.158613
0.204157 0.202742
0.249029 0.246463
0.2939 0.289687
0.338771 0.332329
0.383643 0.374301
0.428514 0.41552
0.473386 0.455902
0.518257 0.495367
0.563129 0.533834
0.608 0.571227
0.652871 0.60747
0.697743 0.64249
0.742614 0.676216
0.787486 0.708581
0.832357 0.73952
0.877229 0.76897
0.9221 0.796872
0.966971 0.82317
1.01184 0.847811
1.05671 0.870744
1.10159 0.891926
1.14646 0.911311
1.19133 0.928862
1.2362 0.944543
1.28107 0.958323
1.32594 0.970173
1.37081 0.98007
1.41569 0.987994
1.46056 0.99393
1.50543 0.997864
1.5503 0.99979
1.59517 0.999703
1.64004 0.997603
1.68491 0.993496
1.72979 0.987388
1.77466 0.979292
1.81953 0.969225
1.8644 0.957207
1.90927 0.943262
1.95414 0.927418
1.99901 0.909707
2.04389 0.890165
2.08876 0.868831
2.13363 0.845747
2.1785 0.820961
2.22337 0.794523
2.26824 0.766485
2.31311 0.736904
2.35799 0.705839
2.40286 0.673354
2.44773 0.639513
2.4926 0.604384
2.53747 0.568039
2.58234 0.53055
2.62721 0.491994
2.67209 0.452447
2.71696 0.411989
2.76183 0.370701
2.8067 0.328668
2.85157 0.285973
2.89644 0.242702
2.94131 0.198942
2.98619 0.154782
3.03106 0.110311
3.07593 0.0656169
3.1208 0.0207912
3.16567 -0.0240764
3.21054 -0.0688956
3.25541 -0.113576
3.30029 -0.158028
3.34516 -0.202161
3.39003 -0.245888
3.4349 -0.28912
3.47977 -0.33177
3.52464 -0.373751
3.56951 -0.414981
3.61439 -0.455375
3.65926 -0.494852
3.70413 -0.533333
3.749 -0.57074
3.79387 -0.606999
3.83874 -0.642035
3.88361 -0.675779
3.92849 -0.708163
3.97336 -0.739121
4.01823 -0.768591
4.0631 -0.796514
4.10797 -0.822833
4.15284 -0.847496
4.19771 -0.870453
4.24259 -0.891657
4.28746 -0.911067
4.33233 -0.928642
4.3772 -0.944348
4.42207 -0.958153
4.46694 -0.970029
4.51181 -0.979952
4.55669 -0.987903
4.60156 -0.993864
4.64643 -0.997825
4.6913 -0.999778
4.73617 -0.999717
4.78104 -0.997644
4.82591 -0.993563
4.87079 -0.987481
4.91566 -0.979412
4.96053 -0.969371
5.0054 -0.957379
5.05027 -0.943459
5.09514 -0.92764
5.14001 -0.909953
5.18489 -0.890435
5.22976 -0.869124
5.27463 -0.846063
5.3195 -0.8213
5.36437 -0.794882
5.40924 -0.766865
5.45411 -0.737304
5.49899 -0.706259
5.54386 -0.673792
5.58873 -0.639968
5.6336 -0.604856
5.67847 -0.568527
5.72334 -0.531053
